idx,a,b,prefix,target,target_id,t_star,n_edges_S,logit_full,logit_ablate_S,drop_S,drop_random_mean,drop_random_std,seed
21,wind,blew,The wind blew. The wind, blew,17948,6,60,14.659637451171875,15.840699195861816,-1.1810617446899414,-0.039248180389404294,0.06254095706390249,21000
22,door,opened,The door opened. The door, opened,4721,6,60,14.588038444519043,16.006067276000977,-1.4180288314819336,0.00020132064819335937,0.05331758153752481,22000
23,mouse,hid,The mouse hid. The mouse, hid,24519,6,60,13.574982643127441,7.5159196853637695,6.059062957763672,0.025125694274902344,0.18367832410297008,23000
24,bear,slept,The bear slept. The bear, slept,21256,6,60,15.85281753540039,14.549524307250977,1.303293228149414,-0.009283828735351562,0.15459099799770884,24000
25,fox,waited,The fox waited. The fox, waited,13488,6,60,16.397064208984375,12.233141899108887,4.163922309875488,0.05067920684814453,0.0875137599868088,25000
26,goat,climbed,The goat climbed. The goat, climbed,19952,6,60,15.293913841247559,11.186139106750488,4.10777473449707,0.11788825988769532,0.14555943323290318,26000
27,cow,stood,The cow stood. The cow, stood,6204,6,60,15.123711585998535,15.132136344909668,-0.008424758911132812,-0.035855579376220706,0.12877038578358577,27000
28,pig,ate,The pig ate. The pig, ate,15063,6,60,16.698379516601562,15.716401100158691,0.9819784164428711,-0.022444725036621094,0.42719453621751613,28000
29,hen,laid,The hen laid. The hen, laid,8104,6,60,14.647015571594238,10.378202438354492,4.268813133239746,0.013859272003173828,0.17806472777934684,29000
30,eagle,soared,The eagle soared. The eagle, soared,35292,6,60,14.092277526855469,12.461589813232422,1.6306877136230469,0.023407649993896485,0.13265847209547071,30000
31,shark,hunted,The shark hunted. The shark, hunted,34275,6,60,11.279918670654297,10.78392505645752,0.49599361419677734,-0.09181861877441407,0.40393773247292314,31000
32,baby,cried,The baby cried. The baby, cried,16896,6,60,16.583398818969727,18.811885833740234,-2.228487014770508,-0.1737813949584961,0.3344028145337659,32000
33,child,laughed,The child laughed. The child, laughed,13818,6,60,15.179949760437012,15.936188697814941,-0.7562389373779297,0.07396516799926758,0.2531358014726954,33000
34,nurse,cared,The nurse cared. The nurse, cared,19951,6,60,15.720420837402344,12.57192611694336,3.1484947204589844,-0.05809297561645508,0.11033813591369641,34000
35,pilot,flew,The pilot flew. The pilot, flew,13112,6,60,14.873358726501465,13.482902526855469,1.390456199645996,0.0804213523864746,0.13696581958056853,35000
36,driver,turned,The driver turned. The driver, turned,2900,6,60,15.202394485473633,12.979462623596191,2.2229318618774414,-0.10496482849121094,0.2006099442260513,36000
37,guard,watched,The guard watched. The guard, watched,7342,6,60,15.450349807739258,10.84931755065918,4.601032257080078,0.08847246170043946,0.10343179425896631,37000
38,judge,ruled,The judge ruled. The judge, ruled,8879,6,60,17.026500701904297,14.632790565490723,2.393710136413574,-0.002448844909667969,0.08981494952332798,38000
39,lawyer,argued,The lawyer argued. The lawyer, argued,7189,6,60,16.321788787841797,13.00924301147461,3.3125457763671875,0.049358367919921875,0.29665917281778165,39000
40,soldier,marched,The soldier marched. The soldier, marched,23558,6,60,14.407917976379395,11.429912567138672,2.9780054092407227,0.09058675765991211,0.1105672114005705,40000
41,sailor,sailed,The sailor sailed. The sailor, sailed,33835,6,60,15.075264930725098,14.007765769958496,1.0674991607666016,-0.058027458190917966,0.20265352963331154,41000
42,singer,sang,The singer sang. The singer, sang,25889,6,60,15.705086708068848,8.714676856994629,6.990409851074219,0.03168439865112305,0.05841903272410051,42000
43,dancer,danced,The dancer danced. The dancer, danced,39480,6,60,15.95651626586914,14.977954864501953,0.9785614013671875,-0.0018571853637695313,0.12592075168519523,43000
44,actor,acted,The actor acted. The actor, acted,13134,6,60,15.032256126403809,12.75958251953125,2.2726736068725586,0.0010480880737304688,0.16580103029967017,44000
45,poet,read,The poet read. The poet, read,1100,6,60,14.216055870056152,14.125438690185547,0.09061717987060547,-0.05872001647949219,0.2787080239463238,45000
46,baker,baked,The baker baked. The baker, baked,22979,6,60,13.63652229309082,11.396767616271973,2.2397546768188477,0.03477945327758789,0.1349178154496455,46000
47,butcher,cut,The butcher cut. The butcher, cut,2005,6,60,14.031092643737793,14.593680381774902,-0.5625877380371094,-0.041223335266113284,0.18270401030455688,47000
48,miner,dug,The miner dug. The miner, dug,18735,6,60,16.338302612304688,11.323153495788574,5.015149116516113,-0.0093597412109375,0.10365439928011264,48000
49,hunter,tracked,The hunter tracked. The hunter, tracked,18283,6,60,13.999576568603516,11.518301010131836,2.4812755584716797,-0.017591381072998048,0.08558416221753698,49000
50,coach,yelled,The coach yelled. The coach, yelled,22760,6,60,15.407939910888672,11.23239517211914,4.175544738769531,-0.0361027717590332,0.11842280137221828,50000
51,captain,ordered,The captain ordered. The captain, ordered,6149,6,60,13.554608345031738,10.082707405090332,3.4719009399414062,-0.04202594757080078,0.08467538923210419,51000
52,mayor,spoke,The mayor spoke. The mayor, spoke,5158,6,60,15.239693641662598,12.530921936035156,2.7087717056274414,-0.05607309341430664,0.1566051347319102,52000
53,priest,prayed,The priest prayed. The priest, prayed,32168,6,60,16.510852813720703,15.470405578613281,1.0404472351074219,0.054246139526367185,0.1670821064411916,53000
54,robot,moved,The robot moved. The robot, moved,3888,6,60,14.52480697631836,14.071027755737305,0.4537792205810547,-0.008157157897949218,0.1733039576431054,54000
55,engine,roared,The engine roared. The engine, roared,45615,6,75,14.427011489868164,14.85036563873291,-0.4233541488647461,-0.14979019165039062,0.20519135267815988,55000
56,plane,landed,The plane landed. The plane, landed,11406,6,60,15.509014129638672,16.664066314697266,-1.1550521850585938,0.006538295745849609,0.1202943284798806,56000
57,ship,sailed,The ship sailed. The ship, sailed,33835,6,60,14.90351676940918,16.722402572631836,-1.8188858032226562,0.013823509216308594,0.10883750636522342,57000
58,boat,drifted,The boat drifted. The boat, drifted,38648,6,60,14.483909606933594,12.82447338104248,1.6594362258911133,0.036197566986083986,0.0892802147671988,58000
59,bike,rolled,The bike rolled. The bike, rolled,11686,6,60,14.336058616638184,12.48420524597168,1.851853370666504,0.05055074691772461,0.07450331032813717,59000
60,truck,halted,The truck halted. The truck, halted,27771,6,60,11.182494163513184,10.785822868347168,0.3966712951660156,-0.09256067276000976,0.17210389480978974,60000
61,bus,arrived,The bus arrived. The bus, arrived,5284,6,60,12.951616287231445,13.5766019821167,-0.6249856948852539,0.018485164642333983,0.21076848814767007,61000
62,bridge,stood,The bridge stood. The bridge, stood,6204,6,60,15.384953498840332,12.315672874450684,3.0692806243896484,0.11017093658447266,0.26973859563679403,62000
63,tower,rose,The tower rose. The tower, rose,8278,6,60,15.118668556213379,15.670186996459961,-0.551518440246582,0.09052104949951172,0.09566424200797201,63000
64,castle,stood,The castle stood. The castle, stood,6204,6,60,15.887478828430176,15.426338195800781,0.46114063262939453,0.03676462173461914,0.2601566315631558,64000
65,forest,whispered,The forest whispered. The forest, whispered,25029,6,60,14.249844551086426,11.28962230682373,2.9602222442626953,0.05500106811523438,0.10209842135198928,65000
66,valley,echoed,The valley echoed. The valley, echoed,22211,6,60,12.925387382507324,11.077945709228516,1.8474416732788086,-0.010482311248779297,0.08901131684063704,66000
67,ocean,crashed,The ocean crashed. The ocean, crashed,14997,6,60,12.517717361450195,10.700370788574219,1.8173465728759766,-0.05377054214477539,0.2901995349786239,67000
68,lake,froze,The lake froze. The lake, froze,37785,6,75,15.813192367553711,12.41015338897705,3.40303897857666,0.04311532974243164,0.19182895088138727,68000
69,storm,raged,The storm raged. The storm, raged,49000,6,60,15.883151054382324,13.665792465209961,2.2173585891723633,0.060863304138183597,0.24054619235103591,69000
70,cloud,drifted,The cloud drifted. The cloud, drifted,38648,6,60,14.348416328430176,12.19990348815918,2.148512840270996,0.061954593658447264,0.2120332665129286,70000
71,moon,rose,The moon rose. The moon, rose,8278,6,60,15.443365097045898,16.0358943939209,-0.592529296875,0.03270139694213867,0.1609066971586091,71000
72,sun,set,The sun set. The sun, set,900,6,75,15.070207595825195,14.66849422454834,0.40171337127685547,-0.056784439086914065,0.16592083260578738,72000
73,star,shone,The star shone. The star, shone,44193,6,60,15.310699462890625,14.739958763122559,0.5707406997680664,-0.006317710876464844,0.12156396690908278,73000
74,rock,fell,The rock fell. The rock, fell,3214,6,60,15.4854097366333,15.131780624389648,0.35362911224365234,0.009761905670166016,0.16296422564064944,74000
75,tree,swayed,The tree swayed. The tree, swayed,47632,6,60,15.846002578735352,15.347511291503906,0.4984912872314453,-0.038409423828125,0.167895564160743,75000
76,leaf,fell,The leaf fell. The leaf, fell,3214,6,60,16.64470672607422,14.851736068725586,1.7929706573486328,-0.012694740295410156,0.19877618372910663,76000
77,seed,grew,The seed grew. The seed, grew,6348,6,60,14.103813171386719,13.603236198425293,0.5005769729614258,0.013691043853759766,0.22642288375976194,77000
78,wave,crashed,The wave crashed. The wave, crashed,14997,6,60,14.756692886352539,14.053203582763672,0.7034893035888672,-0.042383575439453126,0.17682493828098905,78000
79,smoke,rose,The smoke rose. The smoke, rose,8278,6,75,15.08193302154541,15.013087272644043,0.06884574890136719,-0.012705612182617187,0.06189958223826724,79000
80,shadow,moved,The shadow moved. The shadow, moved,3888,6,60,14.98364543914795,15.572559356689453,-0.5889139175415039,-0.016356945037841797,0.14492379969676533,80000
81,light,faded,The light faded. The light, faded,24887,6,75,13.800603866577148,12.874780654907227,0.9258232116699219,-0.04086313247680664,0.12170548593710541,81000
82,bell,rang,The bell rang. The bell, rang,28077,6,75,13.90934944152832,15.019868850708008,-1.1105194091796875,-0.014816856384277344,0.1619714868251084,82000
83,phone,rang,The phone rang. The phone, rang,28077,6,75,15.008539199829102,18.274011611938477,-3.265472412109375,0.0062045097351074215,0.10787771466774786,83000
84,camera,clicked,The camera clicked. The camera, clicked,28384,6,60,15.994288444519043,16.53352165222168,-0.5392332077026367,-0.13158864974975587,0.36877415829615046,84000
85,window,shattered,The window shattered. The window, shattered,23273,6,60,14.899130821228027,14.735295295715332,0.1638355255126953,-0.1358196258544922,0.25284707085361086,85000
86,gate,closed,The gate closed. The gate, closed,4838,6,60,14.213207244873047,11.821197509765625,2.392009735107422,-0.05171976089477539,0.3044696428845487,86000
87,wall,cracked,The wall cracked. The wall, cracked,21368,6,60,13.284597396850586,15.299351692199707,-2.014754295349121,0.033536338806152345,0.11871479291092164,87000
88,road,ended,The road ended. The road, ended,4444,6,60,13.825628280639648,13.4896240234375,0.33600425720214844,0.02863140106201172,0.07070549988413394,88000
89,path,turned,The path turned. The path, turned,2900,6,60,14.855401992797852,11.3059663772583,3.549435615539551,-0.02395944595336914,0.10474293792222145,89000
90,crowd,cheered,The crowd cheered. The crowd, cheered,34767,6,60,15.385791778564453,13.896982192993164,1.488809585571289,-0.0763772964477539,0.15350393781291938,90000
91,team,won,The team won. The team, won,1839,6,60,15.375951766967773,15.388923645019531,-0.012971878051757812,0.06714954376220703,0.2045825196218018,91000
92,class,listened,The class listened. The class, listened,16399,6,60,13.43092155456543,10.566179275512695,2.8647422790527344,0.019580268859863283,0.09778347507260689,92000
93,band,played,The band played. The band, played,2826,6,60,17.548919677734375,14.970329284667969,2.5785903930664062,0.031333541870117186,0.14112824947382122,93000
94,orchestra,played,The orchestra played. The orchestra, played,2826,6,60,16.624530792236328,14.652713775634766,1.9718170166015625,-0.0017168045043945313,0.08282021810203498,94000
95,hero,arrived,The hero arrived. The hero, arrived,5284,6,60,11.73851490020752,12.268946647644043,-0.5304317474365234,0.0018781661987304688,0.04781611475729509,95000
96,villain,escaped,The villain escaped. The villain, escaped,13537,6,60,12.466352462768555,10.43824291229248,2.028109550476074,-0.01795339584350586,0.10213052548387239,96000
97,ghost,vanished,The ghost vanished. The ghost, vanished,23717,6,60,13.786545753479004,11.155441284179688,2.6311044692993164,0.060453605651855466,0.11664413793938525,97000
98,dragon,roared,The dragon roared. The dragon, roared,45615,6,60,14.526856422424316,15.948856353759766,-1.4219999313354492,0.020118141174316408,0.11638159104570761,98000
99,wizard,cast,The wizard cast. The wizard, cast,3350,6,60,14.755110740661621,11.744321823120117,3.010788917541504,-0.100140380859375,0.2759303779098789,99000
