idx,a,b,prefix,io,s,io_id,s_id,t_star,n_edges_S,logit_diff_full,logit_diff_ablate_S,drop_S,drop_random_mean,drop_random_std,seed
21,Anna,John,"When Anna and John went to the store, Anna gave a drink to", John, Anna,1757,11735,14,195,3.018726348876953,-0.6108884811401367,3.62961483001709,-0.011566543579101562,0.21146870235315957,21000
22,John,Mark,"When John and Mark went to the store, John gave a drink to", Mark, John,2940,1757,14,195,2.664796829223633,-1.1537513732910156,3.8185482025146484,0.013678264617919923,0.07365926410246766,22000
23,Mark,John,"When Mark and John went to the store, Mark gave a drink to", John, Mark,1757,2940,14,195,3.158860206604004,0.24132919311523438,2.9175310134887695,-0.003958988189697266,0.09848066289375575,23000
24,John,Laura,"When John and Laura went to the store, John gave a drink to", Laura, John,16753,1757,14,195,4.157788276672363,-0.7820100784301758,4.939798355102539,0.02629365921020508,0.1540189708636916,24000
25,Laura,John,"When Laura and John went to the store, Laura gave a drink to", John, Laura,1757,16753,14,195,3.2486467361450195,4.09104061126709,-0.8423938751220703,-0.12531604766845703,0.41672062579472563,25000
26,John,Chris,"When John and Chris went to the store, John gave a drink to", Chris, John,5180,1757,14,195,3.2504520416259766,-1.049067497253418,4.2995195388793945,0.054331398010253905,0.1360524376565281,26000
27,Chris,John,"When Chris and John went to the store, Chris gave a drink to", John, Chris,1757,5180,14,195,2.8062744140625,-1.262171745300293,4.068446159362793,0.1261608123779297,0.28119877615951866,27000
28,John,Emma,"When John and Emma went to the store, John gave a drink to", Emma, John,18966,1757,14,195,4.056386947631836,2.444112777709961,1.612274169921875,-0.03280229568481445,0.35999052662684555,28000
29,Emma,John,"When Emma and John went to the store, Emma gave a drink to", John, Emma,1757,18966,14,195,2.799530029296875,-0.06317996978759766,2.8627099990844727,0.07981939315795898,0.17056216026261947,29000
30,John,Sam,"When John and Sam went to the store, John gave a drink to", Sam, John,3409,1757,14,195,4.102730751037598,2.3076038360595703,1.7951269149780273,-0.17832603454589843,0.5762915485444632,30000
31,Sam,John,"When Sam and John went to the store, Sam gave a drink to", John, Sam,1757,3409,14,195,2.6493377685546875,-2.2577829360961914,4.907120704650879,-0.004242134094238281,0.077597877326855,31000
32,John,Kate,"When John and Kate went to the store, John gave a drink to", Kate, John,16693,1757,14,195,4.31087589263916,5.72219181060791,-1.41131591796875,0.016861534118652342,0.1658786125446991,32000
33,Kate,John,"When Kate and John went to the store, Kate gave a drink to", John, Kate,1757,16693,14,195,3.3714752197265625,0.06330394744873047,3.308171272277832,-0.09506063461303711,0.1649116536553406,33000
34,John,Dan,"When John and Dan went to the store, John gave a drink to", Dan, John,6035,1757,14,195,2.3425683975219727,2.017014503479004,0.32555389404296875,0.06446714401245117,0.08936929792803237,34000
35,Dan,John,"When Dan and John went to the store, Dan gave a drink to", John, Dan,1757,6035,14,195,3.6003427505493164,-0.1741647720336914,3.774507522583008,0.0770451545715332,0.07311008882936999,35000
36,John,Ruth,"When John and Ruth went to the store, John gave a drink to", Ruth, John,22132,1757,14,150,4.525834083557129,-0.8946533203125,5.420487403869629,0.01880159378051758,0.17727216737751397,36000
37,Ruth,John,"When Ruth and John went to the store, Ruth gave a drink to", John, Ruth,1757,22132,14,195,3.357110023498535,0.039214134216308594,3.3178958892822266,0.007040786743164063,0.1739231576835385,37000
38,John,Joe,"When John and Joe went to the store, John gave a drink to", Joe, John,5689,1757,14,195,3.232571601867676,0.2298269271850586,3.002744674682617,0.03476095199584961,0.0934611979654038,38000
39,Joe,John,"When Joe and John went to the store, Joe gave a drink to", John, Joe,1757,5689,14,195,2.6906137466430664,-1.070444107055664,3.7610578536987305,0.1828158378601074,0.2389548192242185,39000
40,John,Amy,"When John and Amy went to the store, John gave a drink to", Amy, John,14235,1757,14,195,5.287302017211914,5.934664726257324,-0.6473627090454102,-0.10186405181884765,0.41202441126422157,40000
41,Amy,John,"When Amy and John went to the store, Amy gave a drink to", John, Amy,1757,14235,14,195,2.728316307067871,-2.34378719329834,5.072103500366211,-0.14030218124389648,0.3894587109984246,41000
42,John,Tim,"When John and Tim went to the store, John gave a drink to", Tim, John,5045,1757,14,195,2.8840484619140625,-0.824519157409668,3.7085676193237305,-0.030427265167236327,0.24407475055445438,42000
43,Tim,John,"When Tim and John went to the store, Tim gave a drink to", John, Tim,1757,5045,14,195,3.4209680557250977,-0.8921937942504883,4.313161849975586,0.0649846076965332,0.11999057115354829,43000
44,John,Nina,"When John and Nina went to the store, John gave a drink to", Nina, John,36300,1757,14,195,2.8683557510375977,2.450453758239746,0.41790199279785156,-0.15381011962890626,0.3277700564687758,44000
45,Nina,John,"When Nina and John went to the store, Nina gave a drink to", John, Nina,1757,36300,14,195,5.227164268493652,1.5027151107788086,3.7244491577148438,0.0812225341796875,0.15847968655750266,45000
46,John,Ryan,"When John and Ryan went to the store, John gave a drink to", Ryan, John,6047,1757,14,195,2.218356132507324,0.9041900634765625,1.3141660690307617,0.08007450103759765,0.27695719671236546,46000
47,Ryan,John,"When Ryan and John went to the store, Ryan gave a drink to", John, Ryan,1757,6047,14,195,2.8339691162109375,2.8005447387695312,0.03342437744140625,-0.03499164581298828,0.09779347965987172,47000
48,John,Grace,"When John and Grace went to the store, John gave a drink to", Grace, John,16156,1757,14,150,2.575296401977539,-2.242438316345215,4.817734718322754,0.09310693740844726,0.22519974591418665,48000
49,Grace,John,"When Grace and John went to the store, Grace gave a drink to", John, Grace,1757,16156,14,195,5.100028038024902,1.089463233947754,4.010564804077148,0.0343531608581543,0.09901824547901106,49000
50,John,Luke,"When John and Luke went to the store, John gave a drink to", Luke, John,11336,1757,14,195,3.4020071029663086,0.09678077697753906,3.3052263259887695,0.06964797973632812,0.1309711549098833,50000
51,Luke,John,"When Luke and John went to the store, Luke gave a drink to", John, Luke,1757,11336,14,195,3.46475887298584,-0.8069238662719727,4.2716827392578125,0.05736236572265625,0.0949221070222557,51000
52,John,Olivia,"When John and Olivia went to the store, John gave a drink to", Olivia, John,33911,1757,14,195,3.109738349914551,5.230856895446777,-2.1211185455322266,-0.2794693946838379,0.5325313959469778,52000
53,Olivia,John,"When Olivia and John went to the store, Olivia gave a drink to", John, Olivia,1757,33911,14,195,4.179024696350098,0.9278755187988281,3.2511491775512695,0.03257465362548828,0.05864025936169868,53000
54,John,Jack,"When John and Jack went to the store, John gave a drink to", Jack, John,3619,1757,14,195,3.131331443786621,-1.2080860137939453,4.339417457580566,0.13553504943847655,0.2674649636546251,54000
55,Jack,John,"When Jack and John went to the store, Jack gave a drink to", John, Jack,1757,3619,14,195,2.3304147720336914,-1.2765531539916992,3.6069679260253906,0.09934062957763672,0.21451525106678326,55000
56,John,Sophie,"When John and Sophie went to the store, John gave a drink to", Sophie, John,35331,1757,14,195,4.178187370300293,4.408735275268555,-0.23054790496826172,-0.0008195877075195312,0.17101705706877735,56000
57,Sophie,John,"When Sophie and John went to the store, Sophie gave a drink to", John, Sophie,1757,35331,14,195,4.897987365722656,-0.18964004516601562,5.087627410888672,0.04934759140014648,0.24885031635311,57000
58,John,Ben,"When John and Ben went to the store, John gave a drink to", Ben, John,3932,1757,14,195,4.1014814376831055,0.5551633834838867,3.5463180541992188,0.0973280906677246,0.3763056809253873,58000
59,Ben,John,"When Ben and John went to the store, Ben gave a drink to", John, Ben,1757,3932,14,195,2.59761905670166,0.3862180709838867,2.2114009857177734,-0.09271879196166992,0.07026921945959799,59000
60,John,Claire,"When John and Claire went to the store, John gave a drink to", Claire, John,20758,1757,14,195,3.376514434814453,5.961037635803223,-2.5845232009887695,-0.14087505340576173,0.2899085141742398,60000
61,Claire,John,"When Claire and John went to the store, Claire gave a drink to", John, Claire,1757,20758,14,195,4.377114295959473,0.20627784729003906,4.170836448669434,-0.2577212333679199,0.9140486846301611,61000
62,John,Adam,"When John and Adam went to the store, John gave a drink to", Adam, John,7244,1757,14,195,4.139505386352539,-3.323967933654785,7.463473320007324,-0.0030699729919433593,0.1768181839404393,62000
63,Adam,John,"When Adam and John went to the store, Adam gave a drink to", John, Adam,1757,7244,14,195,3.7546253204345703,-0.011648178100585938,3.7662734985351562,0.009763717651367188,0.10901338865022486,63000
64,John,Helen,"When John and Helen went to the store, John gave a drink to", Helen, John,22695,1757,14,150,3.804079055786133,5.484921455383301,-1.680842399597168,0.02543811798095703,0.06879572869641097,64000
65,Helen,John,"When Helen and John went to the store, Helen gave a drink to", John, Helen,1757,22695,14,195,3.248004913330078,-1.348846435546875,4.596851348876953,0.07218198776245117,0.15029429258093385,65000
66,John,Eric,"When John and Eric went to the store, John gave a drink to", Eric, John,7651,1757,14,195,3.3914566040039062,-1.4213447570800781,4.812801361083984,0.07484369277954102,0.19866823438315526,66000
67,Eric,John,"When Eric and John went to the store, Eric gave a drink to", John, Eric,1757,7651,14,195,3.702500343322754,0.9921255111694336,2.7103748321533203,-0.10068178176879883,0.31724377368235673,67000
68,John,Julia,"When John and Julia went to the store, John gave a drink to", Julia, John,22300,1757,14,195,2.998480796813965,1.5280675888061523,1.4704132080078125,0.08143901824951172,0.34980980229861386,68000
69,Julia,John,"When Julia and John went to the store, Julia gave a drink to", John, Julia,1757,22300,14,195,4.088476181030273,1.022536277770996,3.0659399032592773,-0.019321918487548828,0.28374583338237064,69000
70,John,Kevin,"When John and Kevin went to the store, John gave a drink to", Kevin, John,7939,1757,14,195,3.440230369567871,-0.17139434814453125,3.6116247177124023,-0.005987930297851563,0.11257927718668441,70000
71,Kevin,John,"When Kevin and John went to the store, Kevin gave a drink to", John, Kevin,1757,7939,14,195,2.7922744750976562,0.4756288528442383,2.316645622253418,0.02140464782714844,0.1185449715657957,71000
72,John,Rachel,"When John and Rachel went to the store, John gave a drink to", Rachel, John,15984,1757,14,150,4.279197692871094,2.0519580841064453,2.2272396087646484,0.11523847579956055,0.18335858327855048,72000
73,Rachel,John,"When Rachel and John went to the store, Rachel gave a drink to", John, Rachel,1757,15984,14,195,4.65262508392334,0.7492132186889648,3.903411865234375,-0.029968070983886718,0.28720671815159315,73000
74,John,Brian,"When John and Brian went to the store, John gave a drink to", Brian, John,8403,1757,14,195,3.431661605834961,1.5936260223388672,1.8380355834960938,-0.06388139724731445,0.14527550032038333,74000
75,Brian,John,"When Brian and John went to the store, Brian gave a drink to", John, Brian,1757,8403,14,195,3.0860776901245117,-1.3179492950439453,4.404026985168457,0.11029682159423829,0.27822279522604526,75000
76,John,Megan,"When John and Megan went to the store, John gave a drink to", Megan, John,27616,1757,14,150,3.254714012145996,0.6177864074707031,2.636927604675293,0.017539501190185547,0.2576215677471605,76000
77,Megan,John,"When Megan and John went to the store, Megan gave a drink to", John, Megan,1757,27616,14,195,3.148312568664551,-0.1684856414794922,3.316798210144043,0.09724206924438476,0.20634385814047723,77000
78,John,Jason,"When John and Jason went to the store, John gave a drink to", Jason, John,8982,1757,14,195,1.962449073791504,-1.071497917175293,3.033946990966797,-0.06481380462646484,0.16142903415153143,78000
79,Jason,John,"When Jason and John went to the store, Jason gave a drink to", John, Jason,1757,8982,14,195,2.5545148849487305,-0.16985511779785156,2.724370002746582,0.019999980926513672,0.10043804140522766,79000
80,John,Lauren,"When John and Lauren went to the store, John gave a drink to", Lauren, John,25672,1757,14,150,3.562704086303711,-1.4993972778320312,5.062101364135742,0.1533731460571289,0.37927037862740404,80000
81,Lauren,John,"When Lauren and John went to the store, Lauren gave a drink to", John, Lauren,1757,25672,14,195,4.139314651489258,2.600940704345703,1.5383739471435547,-0.04001350402832031,0.3623885652895896,81000
82,John,Matt,"When John and Matt went to the store, John gave a drink to", Matt, John,4705,1757,14,195,3.2984018325805664,-0.34799766540527344,3.64639949798584,0.054306411743164064,0.08989630399471396,82000
83,Matt,John,"When Matt and John went to the store, Matt gave a drink to", John, Matt,1757,4705,14,195,3.6376867294311523,-1.2647027969360352,4.9023895263671875,-0.07749662399291993,0.20392547409365094,83000
84,John,Hannah,"When John and Hannah went to the store, John gave a drink to", Hannah, John,26013,1757,14,150,2.5905723571777344,0.6901140213012695,1.9004583358764648,0.013591957092285157,0.13677117955258478,84000
85,Hannah,John,"When Hannah and John went to the store, Hannah gave a drink to", John, Hannah,1757,26013,14,195,4.085776329040527,-2.704237937927246,6.790014266967773,0.04775552749633789,0.1705339440855032,85000
86,John,Steve,"When John and Steve went to the store, John gave a drink to", Steve, John,6542,1757,14,195,3.3554887771606445,-0.5597314834594727,3.915220260620117,0.014215850830078125,0.1215493760941889,86000
87,Steve,John,"When Steve and John went to the store, Steve gave a drink to", John, Steve,1757,6542,14,195,4.031388282775879,0.6507587432861328,3.380629539489746,0.04533805847167969,0.08424898819758105,87000
88,John,Chloe,"When John and Chloe went to the store, John gave a drink to", Chloe, John,29476,1757,14,195,2.8212757110595703,5.363218307495117,-2.541942596435547,-0.09670896530151367,0.11688310642286502,88000
89,Chloe,John,"When Chloe and John went to the store, Chloe gave a drink to", John, Chloe,1757,29476,14,195,2.786116600036621,-3.8385229110717773,6.624639511108398,0.206618595123291,0.3166770675803831,89000
90,John,Andrew,"When John and Andrew went to the store, John gave a drink to", Andrew, John,6858,1757,14,195,2.9968175888061523,-1.0126523971557617,4.009469985961914,0.028790855407714845,0.09803813786565914,90000
91,Andrew,John,"When Andrew and John went to the store, Andrew gave a drink to", John, Andrew,1757,6858,14,195,3.949216842651367,2.0107784271240234,1.9384384155273438,0.038388729095458984,0.23147757927541177,91000
92,John,Natalie,"When John and Natalie went to the store, John gave a drink to", Natalie, John,35571,1757,14,195,3.728512763977051,5.259291648864746,-1.5307788848876953,-0.11923408508300781,0.27341992367746015,92000
93,Natalie,John,"When Natalie and John went to the store, Natalie gave a drink to", John, Natalie,1757,35571,14,195,4.813046455383301,1.8700714111328125,2.9429750442504883,0.062445449829101565,0.13959391325708786,93000
94,John,Peter,"When John and Peter went to the store, John gave a drink to", Peter, John,5613,1757,14,195,4.771628379821777,-0.34418678283691406,5.115815162658691,0.058202266693115234,0.21589330455285807,94000
95,Peter,John,"When Peter and John went to the store, Peter gave a drink to", John, Peter,1757,5613,14,195,3.8846960067749023,1.7900581359863281,2.094637870788574,0.056722164154052734,0.4670845739729546,95000
96,John,Victoria,"When John and Victoria went to the store, John gave a drink to", Victoria, John,12313,1757,14,195,2.582749366760254,-3.5282812118530273,6.111030578613281,0.061176204681396486,0.26838728065283957,96000
97,Victoria,John,"When Victoria and John went to the store, Victoria gave a drink to", John, Victoria,1757,12313,14,195,5.9412336349487305,-1.7408781051635742,7.682111740112305,-0.0043506622314453125,0.6949484600871001,97000
98,Mary,Alice,"When Mary and Alice went to the store, Mary gave a drink to", Alice, Mary,14862,5335,14,195,3.0374231338500977,3.388096809387207,-0.3506736755371094,-0.0602147102355957,0.32221299013446203,98000
99,Alice,Mary,"When Alice and Mary went to the store, Alice gave a drink to", Mary, Alice,5335,14862,14,195,4.125511169433594,0.48006343841552734,3.6454477310180664,0.09218044281005859,0.3066991925403623,99000
