idx,a,b,prefix,io,s,io_id,s_id,t_star,n_edges_S,logit_diff_full,logit_diff_ablate_S,drop_S,drop_random_mean,drop_random_std,seed
16,John,Lisa,"When John and Lisa went to the store, John gave a drink to", Lisa, John,15378,1757,14,195,6.429694175720215,-0.730621337890625,7.16031551361084,0.24008560180664062,0.7002590071203908,16000
17,Lisa,John,"When Lisa and John went to the store, Lisa gave a drink to", John, Lisa,1757,15378,14,195,3.679934501647949,0.794377326965332,2.885557174682617,-0.23048086166381837,0.8043685897533525,17000
18,John,Paul,"When John and Paul went to the store, John gave a drink to", Paul, John,3362,1757,14,195,1.8075780868530273,-2.0302228927612305,3.837800979614258,0.13401756286621094,0.4458793110170668,18000
19,Paul,John,"When Paul and John went to the store, Paul gave a drink to", John, Paul,1757,3362,14,195,3.1801681518554688,-0.8878755569458008,4.0680437088012695,0.09266166687011719,0.5950777668714166,19000
20,John,Anna,"When John and Anna went to the store, John gave a drink to", Anna, John,11735,1757,14,195,4.544317245483398,0.4739065170288086,4.07041072845459,0.3431876182556152,0.8595211432345102,20000
21,Anna,John,"When Anna and John went to the store, Anna gave a drink to", John, Anna,1757,11735,14,195,5.239058494567871,-0.8522243499755859,6.091282844543457,0.1305683135986328,0.46299562891212465,21000
22,John,Mark,"When John and Mark went to the store, John gave a drink to", Mark, John,2940,1757,14,195,2.1044397354125977,-2.114293098449707,4.218732833862305,0.11410846710205078,0.30733330152844446,22000
23,Mark,John,"When Mark and John went to the store, Mark gave a drink to", John, Mark,1757,2940,14,195,5.315627098083496,-0.6037607192993164,5.9193878173828125,0.03251161575317383,0.3745538446278867,23000
24,John,Laura,"When John and Laura went to the store, John gave a drink to", Laura, John,16753,1757,14,195,3.950122833251953,-3.8781795501708984,7.828302383422852,0.2730579376220703,0.41449688532648693,24000
25,Laura,John,"When Laura and John went to the store, Laura gave a drink to", John, Laura,1757,16753,14,195,5.124009132385254,-0.6544036865234375,5.778412818908691,0.0014684677124023437,0.2373852178766209,25000
26,John,Chris,"When John and Chris went to the store, John gave a drink to", Chris, John,5180,1757,14,195,3.1677322387695312,-2.0501394271850586,5.21787166595459,0.22483673095703124,0.37419273402448605,26000
27,Chris,John,"When Chris and John went to the store, Chris gave a drink to", John, Chris,1757,5180,14,195,3.1157102584838867,-1.4608039855957031,4.57651424407959,0.1299673080444336,0.408494141847513,27000
28,John,Emma,"When John and Emma went to the store, John gave a drink to", Emma, John,18966,1757,14,195,5.4811811447143555,-0.49765968322753906,5.9788408279418945,0.19485292434692383,0.5273356361927817,28000
29,Emma,John,"When Emma and John went to the store, Emma gave a drink to", John, Emma,1757,18966,14,195,3.33414363861084,-0.5895290374755859,3.923672676086426,-0.023328208923339845,0.23288618723738022,29000
30,John,Sam,"When John and Sam went to the store, John gave a drink to", Sam, John,3409,1757,14,195,3.327845573425293,-0.5469112396240234,3.8747568130493164,-0.29034175872802737,0.7461027364516238,30000
31,Sam,John,"When Sam and John went to the store, Sam gave a drink to", John, Sam,1757,3409,14,195,3.311936378479004,-1.7684059143066406,5.0803422927856445,0.15590600967407225,0.3261227725302757,31000
32,John,Kate,"When John and Kate went to the store, John gave a drink to", Kate, John,16693,1757,14,195,4.61667537689209,-2.2819128036499023,6.898588180541992,0.0723393440246582,1.3143594394881573,32000
33,Kate,John,"When Kate and John went to the store, Kate gave a drink to", John, Kate,1757,16693,14,195,5.00498104095459,1.6702861785888672,3.3346948623657227,0.21606035232543946,0.4544073840092615,33000
34,John,Dan,"When John and Dan went to the store, John gave a drink to", Dan, John,6035,1757,14,195,3.6758241653442383,-1.31292724609375,4.988751411437988,0.036641693115234374,0.39614455932599113,34000
35,Dan,John,"When Dan and John went to the store, Dan gave a drink to", John, Dan,1757,6035,14,195,4.664486885070801,-1.25115966796875,5.915646553039551,0.36908435821533203,0.6082666595721437,35000
36,John,Ruth,"When John and Ruth went to the store, John gave a drink to", Ruth, John,22132,1757,14,195,2.954495429992676,-1.934279441833496,4.888774871826172,0.1124114990234375,0.4222465952706194,36000
37,Ruth,John,"When Ruth and John went to the store, Ruth gave a drink to", John, Ruth,1757,22132,14,195,6.225612640380859,1.598830223083496,4.626782417297363,0.07013750076293945,0.2648519713133759,37000
38,John,Joe,"When John and Joe went to the store, John gave a drink to", Joe, John,5689,1757,14,195,4.0550384521484375,-1.932042121887207,5.9870805740356445,0.1201620101928711,0.41674761533121235,38000
39,Joe,John,"When Joe and John went to the store, Joe gave a drink to", John, Joe,1757,5689,14,195,2.6868581771850586,-2.6912050247192383,5.378063201904297,0.005677318572998047,0.1614495619067052,39000
40,John,Amy,"When John and Amy went to the store, John gave a drink to", Amy, John,14235,1757,14,195,6.247113227844238,-1.2782049179077148,7.525318145751953,0.9642642974853516,1.3390271518260208,40000
41,Amy,John,"When Amy and John went to the store, Amy gave a drink to", John, Amy,1757,14235,14,195,3.7943286895751953,0.1427288055419922,3.651599884033203,0.05243902206420899,0.4021997602647297,41000
42,John,Tim,"When John and Tim went to the store, John gave a drink to", Tim, John,5045,1757,14,195,3.1790361404418945,-1.3535499572753906,4.532586097717285,0.23152265548706055,0.47602894632588916,42000
43,Tim,John,"When Tim and John went to the store, Tim gave a drink to", John, Tim,1757,5045,14,195,3.7159929275512695,-0.7534971237182617,4.469490051269531,0.36739330291748046,0.5995134949825011,43000
44,John,Nina,"When John and Nina went to the store, John gave a drink to", Nina, John,36300,1757,14,195,4.738371849060059,-2.30930233001709,7.047674179077148,0.051579952239990234,0.21410641061620328,44000
45,Nina,John,"When Nina and John went to the store, Nina gave a drink to", John, Nina,1757,36300,14,195,5.648059844970703,0.43198680877685547,5.216073036193848,0.07318830490112305,0.7329875044678238,45000
46,John,Ryan,"When John and Ryan went to the store, John gave a drink to", Ryan, John,6047,1757,14,195,2.9214582443237305,-1.0065412521362305,3.927999496459961,0.37739858627319334,0.9376268006718071,46000
47,Ryan,John,"When Ryan and John went to the store, Ryan gave a drink to", John, Ryan,1757,6047,14,195,3.4903945922851562,-0.6213397979736328,4.111734390258789,0.07358598709106445,0.3242604720040184,47000
48,John,Grace,"When John and Grace went to the store, John gave a drink to", Grace, John,16156,1757,14,195,2.6013917922973633,-4.058579444885254,6.659971237182617,0.0325225830078125,0.8315772781289471,48000
49,Grace,John,"When Grace and John went to the store, Grace gave a drink to", John, Grace,1757,16156,14,195,5.829444885253906,-1.6686086654663086,7.498053550720215,-0.19255485534667968,0.4805610436019376,49000
50,John,Luke,"When John and Luke went to the store, John gave a drink to", Luke, John,11336,1757,14,195,2.4744157791137695,-0.9551181793212891,3.4295339584350586,0.23470573425292968,0.3198147868321629,50000
51,Luke,John,"When Luke and John went to the store, Luke gave a drink to", John, Luke,1757,11336,14,195,1.737447738647461,-1.0901222229003906,2.8275699615478516,0.029059219360351562,0.26635671687322415,51000
52,John,Olivia,"When John and Olivia went to the store, John gave a drink to", Olivia, John,33911,1757,14,195,4.6708173751831055,-1.339552879333496,6.010370254516602,-0.289605712890625,1.0256934506480337,52000
53,Olivia,John,"When Olivia and John went to the store, Olivia gave a drink to", John, Olivia,1757,33911,14,195,4.875274658203125,0.4931669235229492,4.382107734680176,0.049499797821044925,0.30237462795291825,53000
54,John,Jack,"When John and Jack went to the store, John gave a drink to", Jack, John,3619,1757,14,195,3.484834671020508,-2.4035263061523438,5.888360977172852,-0.039447784423828125,0.7119671299173436,54000
55,Jack,John,"When Jack and John went to the store, Jack gave a drink to", John, Jack,1757,3619,14,195,2.7569427490234375,-2.045513153076172,4.802455902099609,0.13192338943481446,0.5109591163923087,55000
56,John,Sophie,"When John and Sophie went to the store, John gave a drink to", Sophie, John,35331,1757,14,195,4.662701606750488,-2.709256172180176,7.371957778930664,0.5667384147644043,0.9680407042460195,56000
57,Sophie,John,"When Sophie and John went to the store, Sophie gave a drink to", John, Sophie,1757,35331,14,195,6.270786285400391,2.2282371520996094,4.042549133300781,0.0008751869201660157,0.20802371871396452,57000
58,John,Ben,"When John and Ben went to the store, John gave a drink to", Ben, John,3932,1757,14,195,3.397920608520508,-2.270059585571289,5.667980194091797,-0.3267561912536621,0.9662972027160794,58000
59,Ben,John,"When Ben and John went to the store, Ben gave a drink to", John, Ben,1757,3932,14,195,5.121306419372559,-0.692234992980957,5.813541412353516,0.0471282958984375,0.8898813375520548,59000
60,John,Claire,"When John and Claire went to the store, John gave a drink to", Claire, John,20758,1757,14,195,5.1211748123168945,-2.5428972244262695,7.664072036743164,0.1266324043273926,0.7124443706860267,60000
61,Claire,John,"When Claire and John went to the store, Claire gave a drink to", John, Claire,1757,20758,14,195,5.037880897521973,-1.608133316040039,6.646014213562012,0.004916095733642578,0.9044861796374999,61000
62,John,Adam,"When John and Adam went to the store, John gave a drink to", Adam, John,7244,1757,14,195,3.2557334899902344,-0.2550525665283203,3.5107860565185547,0.36421842575073243,0.643203197760661,62000
63,Adam,John,"When Adam and John went to the store, Adam gave a drink to", John, Adam,1757,7244,14,195,3.7726430892944336,-2.613496780395508,6.386139869689941,0.09361200332641602,0.338678554391683,63000
64,John,Helen,"When John and Helen went to the store, John gave a drink to", Helen, John,22695,1757,14,195,4.3704633712768555,-1.0060195922851562,5.376482963562012,0.09413976669311523,0.28030120381611895,64000
65,Helen,John,"When Helen and John went to the store, Helen gave a drink to", John, Helen,1757,22695,14,195,3.2534923553466797,-1.1957111358642578,4.4492034912109375,-0.09031133651733399,0.46623032730521485,65000
66,John,Eric,"When John and Eric went to the store, John gave a drink to", Eric, John,7651,1757,14,195,4.100711822509766,-1.1101570129394531,5.210868835449219,-0.10232324600219726,0.37865574733900786,66000
67,Eric,John,"When Eric and John went to the store, Eric gave a drink to", John, Eric,1757,7651,14,195,6.281377792358398,-1.1056756973266602,7.387053489685059,0.06329107284545898,0.15824200637814076,67000
68,John,Julia,"When John and Julia went to the store, John gave a drink to", Julia, John,22300,1757,14,195,3.775196075439453,-2.080967903137207,5.85616397857666,0.13256893157958985,0.3247741451259229,68000
69,Julia,John,"When Julia and John went to the store, Julia gave a drink to", John, Julia,1757,22300,14,195,4.6304779052734375,1.3648300170898438,3.2656478881835938,-0.16946735382080078,0.543578594524437,69000
70,John,Kevin,"When John and Kevin went to the store, John gave a drink to", Kevin, John,7939,1757,14,195,4.071408271789551,-2.507253646850586,6.578661918640137,0.14477100372314453,0.3561902443442965,70000
71,Kevin,John,"When Kevin and John went to the store, Kevin gave a drink to", John, Kevin,1757,7939,14,195,3.2078285217285156,-1.1816396713256836,4.389468193054199,0.08430719375610352,0.7441095236537906,71000
72,John,Rachel,"When John and Rachel went to the store, John gave a drink to", Rachel, John,15984,1757,14,195,5.619021415710449,-0.5268058776855469,6.145827293395996,0.14971609115600587,0.13783067846215266,72000
73,Rachel,John,"When Rachel and John went to the store, Rachel gave a drink to", John, Rachel,1757,15984,14,195,4.911104202270508,-2.628872871398926,7.539977073669434,0.8797360420227051,1.03293973814421,73000
74,John,Brian,"When John and Brian went to the store, John gave a drink to", Brian, John,8403,1757,14,195,3.2174158096313477,-2.495027542114258,5.7124433517456055,0.15625362396240233,0.7230249144890021,74000
75,Brian,John,"When Brian and John went to the store, Brian gave a drink to", John, Brian,1757,8403,14,195,4.158897399902344,-1.4228992462158203,5.581796646118164,0.08666868209838867,0.3625332468505696,75000
76,John,Megan,"When John and Megan went to the store, John gave a drink to", Megan, John,27616,1757,14,195,5.344423294067383,-1.1697683334350586,6.514191627502441,-0.1588808059692383,0.6186078828101264,76000
77,Megan,John,"When Megan and John went to the store, Megan gave a drink to", John, Megan,1757,27616,14,195,5.137126922607422,-0.1458292007446289,5.282956123352051,-0.043725204467773435,0.2525473165384365,77000
78,John,Jason,"When John and Jason went to the store, John gave a drink to", Jason, John,8982,1757,14,195,3.599721908569336,-1.7522525787353516,5.3519744873046875,0.13759222030639648,0.23956012585451872,78000
79,Jason,John,"When Jason and John went to the store, Jason gave a drink to", John, Jason,1757,8982,14,195,3.76845645904541,-1.2944631576538086,5.062919616699219,-0.0007085800170898438,0.4076944855664184,79000
80,John,Lauren,"When John and Lauren went to the store, John gave a drink to", Lauren, John,25672,1757,14,195,5.963315963745117,-1.7708044052124023,7.7341203689575195,0.7015664100646972,1.0271389148944976,80000
81,Lauren,John,"When Lauren and John went to the store, Lauren gave a drink to", John, Lauren,1757,25672,14,195,5.464226722717285,-0.19121551513671875,5.655442237854004,-0.14688549041748047,0.4389863379153225,81000
82,John,Matt,"When John and Matt went to the store, John gave a drink to", Matt, John,4705,1757,14,195,3.2142601013183594,-1.9525623321533203,5.16682243347168,0.4772805213928223,0.9033031120021358,82000
83,Matt,John,"When Matt and John went to the store, Matt gave a drink to", John, Matt,1757,4705,14,195,3.285651206970215,-1.3990001678466797,4.6846513748168945,0.15480499267578124,0.4425139379147884,83000
84,John,Hannah,"When John and Hannah went to the store, John gave a drink to", Hannah, John,26013,1757,14,195,4.048063278198242,-1.4388275146484375,5.48689079284668,0.3266029357910156,0.5665743729726963,84000
85,Hannah,John,"When Hannah and John went to the store, Hannah gave a drink to", John, Hannah,1757,26013,14,195,4.304574012756348,-2.205812454223633,6.5103864669799805,0.37286081314086916,0.5951121151110776,85000
86,John,Steve,"When John and Steve went to the store, John gave a drink to", Steve, John,6542,1757,14,195,4.608448028564453,-1.3744220733642578,5.982870101928711,0.7400558471679688,1.1840031494171124,86000
87,Steve,John,"When Steve and John went to the store, Steve gave a drink to", John, Steve,1757,6542,14,195,3.586297035217285,-1.746598243713379,5.332895278930664,0.12984800338745117,0.19595661945550338,87000
88,John,Chloe,"When John and Chloe went to the store, John gave a drink to", Chloe, John,29476,1757,14,195,5.565337181091309,-0.846710205078125,6.412047386169434,0.19476470947265626,0.8235316380595307,88000
89,Chloe,John,"When Chloe and John went to the store, Chloe gave a drink to", John, Chloe,1757,29476,14,195,4.460651397705078,-2.469588279724121,6.930239677429199,0.36629886627197267,0.6825181714050855,89000
90,John,Andrew,"When John and Andrew went to the store, John gave a drink to", Andrew, John,6858,1757,14,195,2.4505271911621094,-3.402843475341797,5.853370666503906,0.09520063400268555,0.5904810982965532,90000
91,Andrew,John,"When Andrew and John went to the store, Andrew gave a drink to", John, Andrew,1757,6858,14,195,5.868244171142578,-0.46132659912109375,6.329570770263672,0.4084774017333984,0.7957920811465427,91000
92,John,Natalie,"When John and Natalie went to the store, John gave a drink to", Natalie, John,35571,1757,14,195,4.579135894775391,-1.7934808731079102,6.372616767883301,0.13372716903686524,0.5527599550668747,92000
93,Natalie,John,"When Natalie and John went to the store, Natalie gave a drink to", John, Natalie,1757,35571,14,195,4.3626861572265625,0.2132549285888672,4.149431228637695,0.38399677276611327,0.646532032065753,93000
94,John,Peter,"When John and Peter went to the store, John gave a drink to", Peter, John,5613,1757,14,195,2.7563371658325195,-0.9913616180419922,3.7476987838745117,0.08587055206298828,0.3917378435246517,94000
95,Peter,John,"When Peter and John went to the store, Peter gave a drink to", John, Peter,1757,5613,14,195,3.246349334716797,-1.3430671691894531,4.58941650390625,0.12133007049560547,0.2824104862016297,95000
96,John,Victoria,"When John and Victoria went to the store, John gave a drink to", Victoria, John,12313,1757,14,195,6.649007797241211,-1.3274612426757812,7.976469039916992,0.0761368751525879,0.1940720057303401,96000
97,Victoria,John,"When Victoria and John went to the store, Victoria gave a drink to", John, Victoria,1757,12313,14,195,5.533547401428223,0.28007984161376953,5.253467559814453,0.3177042007446289,0.5180296955661927,97000
98,Mary,Alice,"When Mary and Alice went to the store, Mary gave a drink to", Alice, Mary,14862,5335,14,195,3.387187957763672,0.2740955352783203,3.1130924224853516,-0.1900785446166992,0.52657979968702,98000
99,Alice,Mary,"When Alice and Mary went to the store, Alice gave a drink to", Mary, Alice,5335,14862,14,195,2.8081178665161133,-1.2769269943237305,4.085044860839844,0.07522640228271485,0.2144037766534012,99000
