idx,a,b,prefix,target,target_id,t_star,n_edges_S,logit_full,logit_ablate_S,drop_S,drop_random_mean,drop_random_std,seed
26,goat,climbed,The goat climbed. The goat, climbed,19952,6,75,16.00360107421875,11.213486671447754,4.790114402770996,0.4686182975769043,0.5176891406486578,26000
27,cow,stood,The cow stood. The cow, stood,6204,6,75,16.445999145507812,13.379769325256348,3.066229820251465,0.2748558044433594,0.486152413967715,27000
28,pig,ate,The pig ate. The pig, ate,15063,6,75,18.40752601623535,13.485411643981934,4.922114372253418,0.27743968963623045,0.38701809769657985,28000
29,hen,laid,The hen laid. The hen, laid,8104,6,75,16.155344009399414,7.919384479522705,8.235959529876709,-0.4310569763183594,1.2085388316481671,29000
30,eagle,soared,The eagle soared. The eagle, soared,35292,6,75,15.148513793945312,12.550469398498535,2.5980443954467773,0.08218946456909179,0.3475999707601336,30000
31,shark,hunted,The shark hunted. The shark, hunted,34275,6,60,15.464067459106445,7.254402160644531,8.209665298461914,0.3811899185180664,0.6597528829683217,31000
32,baby,cried,The baby cried. The baby, cried,16896,6,75,19.159059524536133,14.532760620117188,4.626298904418945,0.2813758850097656,0.34477174545818634,32000
33,child,laughed,The child laughed. The child, laughed,13818,6,60,18.76213264465332,11.450127601623535,7.312005043029785,0.008955955505371094,0.36078452467348043,33000
34,nurse,cared,The nurse cared. The nurse, cared,19951,6,60,18.45319366455078,11.038846015930176,7.4143476486206055,-0.16085491180419922,0.5664471240655565,34000
35,pilot,flew,The pilot flew. The pilot, flew,13112,6,75,16.155014038085938,14.363826751708984,1.7911872863769531,-0.2100149154663086,0.29947150067770806,35000
36,driver,turned,The driver turned. The driver, turned,2900,6,75,17.61968994140625,12.968109130859375,4.651580810546875,0.009357643127441407,0.18448980675288937,36000
37,guard,watched,The guard watched. The guard, watched,7342,6,60,17.783496856689453,7.962930679321289,9.820566177368164,0.19076175689697267,0.2959616701547536,37000
38,judge,ruled,The judge ruled. The judge, ruled,8879,6,75,18.090396881103516,15.459320068359375,2.6310768127441406,0.011371421813964843,0.19464695927729556,38000
39,lawyer,argued,The lawyer argued. The lawyer, argued,7189,6,75,18.958698272705078,15.61535930633545,3.343338966369629,0.2350088119506836,0.613763081016757,39000
40,soldier,marched,The soldier marched. The soldier, marched,23558,6,60,17.28208351135254,12.386919975280762,4.895163536071777,0.048396873474121097,0.16972116375826743,40000
41,sailor,sailed,The sailor sailed. The sailor, sailed,33835,6,60,16.7349796295166,11.967918395996094,4.767061233520508,0.043082237243652344,0.1736923552579645,41000
42,singer,sang,The singer sang. The singer, sang,25889,6,75,16.520936965942383,14.250438690185547,2.270498275756836,-0.23602008819580078,0.6597471617199341,42000
43,dancer,danced,The dancer danced. The dancer, danced,39480,6,75,18.235490798950195,14.945764541625977,3.2897262573242188,0.14751930236816407,0.2346072211612516,43000
44,actor,acted,The actor acted. The actor, acted,13134,6,60,17.070402145385742,9.375296592712402,7.69510555267334,0.062214088439941403,0.15314009249235774,44000
45,poet,read,The poet read. The poet, read,1100,6,75,16.76866912841797,11.872188568115234,4.896480560302734,0.21013164520263672,0.2928629119542264,45000
46,baker,baked,The baker baked. The baker, baked,22979,6,75,15.879570007324219,8.492526054382324,7.3870439529418945,0.015294265747070313,0.24349248088532677,46000
47,butcher,cut,The butcher cut. The butcher, cut,2005,6,60,16.283344268798828,9.962471961975098,6.3208723068237305,0.2920229911804199,0.4289516074218945,47000
48,miner,dug,The miner dug. The miner, dug,18735,6,60,16.855514526367188,9.68379020690918,7.171724319458008,0.03512248992919922,0.5013595170953397,48000
49,hunter,tracked,The hunter tracked. The hunter, tracked,18283,6,60,17.019514083862305,11.195486068725586,5.824028015136719,-0.1972736358642578,0.30234056020889044,49000
50,coach,yelled,The coach yelled. The coach, yelled,22760,6,60,17.70030403137207,12.23058795928955,5.4697160720825195,-0.016199493408203126,0.15299983655608101,50000
51,captain,ordered,The captain ordered. The captain, ordered,6149,6,60,18.35323715209961,11.97603702545166,6.377200126647949,0.26744747161865234,0.29752899309970776,51000
52,mayor,spoke,The mayor spoke. The mayor, spoke,5158,6,75,17.3735294342041,11.444645881652832,5.9288835525512695,-0.05852298736572266,0.42358307553670144,52000
53,priest,prayed,The priest prayed. The priest, prayed,32168,6,75,18.802444458007812,14.992647171020508,3.8097972869873047,0.3845243453979492,0.3401305359958695,53000
54,robot,moved,The robot moved. The robot, moved,3888,6,75,16.765409469604492,12.06680965423584,4.698599815368652,0.0019275665283203125,0.46130118685937405,54000
55,engine,roared,The engine roared. The engine, roared,45615,6,75,18.638660430908203,14.493704795837402,4.144955635070801,0.05104389190673828,0.4315815803308773,55000
56,plane,landed,The plane landed. The plane, landed,11406,6,60,17.61638832092285,16.026281356811523,1.5901069641113281,0.1980276107788086,0.34754912622863116,56000
57,ship,sailed,The ship sailed. The ship, sailed,33835,6,75,14.661768913269043,13.018133163452148,1.6436357498168945,-0.008474063873291016,0.26750878845553233,57000
58,boat,drifted,The boat drifted. The boat, drifted,38648,6,75,15.814087867736816,11.456754684448242,4.357333183288574,0.23156890869140626,0.3533462005875313,58000
59,bike,rolled,The bike rolled. The bike, rolled,11686,6,60,16.878623962402344,11.894558906555176,4.984065055847168,0.01056365966796875,0.393990676283143,59000
60,truck,halted,The truck halted. The truck, halted,27771,6,75,12.727721214294434,8.514162063598633,4.213559150695801,0.20541200637817383,0.6400374496875099,60000
61,bus,arrived,The bus arrived. The bus, arrived,5284,6,75,14.398533821105957,13.85845947265625,0.540074348449707,0.2670919418334961,0.39400505551058196,61000
62,bridge,stood,The bridge stood. The bridge, stood,6204,6,75,16.99593734741211,12.273710250854492,4.722227096557617,0.21658267974853515,0.19385482344476007,62000
63,tower,rose,The tower rose. The tower, rose,8278,6,75,16.987001419067383,11.366471290588379,5.620530128479004,-0.13455810546875,0.43522222372454555,63000
64,castle,stood,The castle stood. The castle, stood,6204,6,75,16.13258934020996,13.426583290100098,2.7060060501098633,0.2434159278869629,0.33195136098838596,64000
65,forest,whispered,The forest whispered. The forest, whispered,25029,6,60,16.282899856567383,9.734085083007812,6.54881477355957,0.10332832336425782,0.21790718474875784,65000
66,valley,echoed,The valley echoed. The valley, echoed,22211,6,75,15.635523796081543,9.357989311218262,6.277534484863281,0.4378848075866699,0.49291674962515947,66000
67,ocean,crashed,The ocean crashed. The ocean, crashed,14997,6,75,13.203540802001953,10.002976417541504,3.200564384460449,0.16199989318847657,0.22842226538480223,67000
68,lake,froze,The lake froze. The lake, froze,37785,6,75,17.169801712036133,16.172025680541992,0.9977760314941406,-0.06868629455566407,0.41606630982757625,68000
69,storm,raged,The storm raged. The storm, raged,49000,6,75,14.620655059814453,12.23245906829834,2.3881959915161133,0.14250001907348633,0.21397832792539118,69000
70,cloud,drifted,The cloud drifted. The cloud, drifted,38648,6,75,15.900790214538574,10.874476432800293,5.026313781738281,0.26955652236938477,0.3224303810847111,70000
71,moon,rose,The moon rose. The moon, rose,8278,6,75,15.73389720916748,11.992301940917969,3.7415952682495117,-0.08714332580566406,0.20628788266775164,71000
72,sun,set,The sun set. The sun, set,900,6,75,15.894805908203125,14.082921981811523,1.8118839263916016,-0.06419639587402344,0.45575856354004374,72000
73,star,shone,The star shone. The star, shone,44193,6,75,16.370346069335938,12.822583198547363,3.547762870788574,-0.09547309875488282,0.47460691846148756,73000
74,rock,fell,The rock fell. The rock, fell,3214,6,75,16.311370849609375,11.920183181762695,4.39118766784668,-0.009561538696289062,0.17421706080611768,74000
75,tree,swayed,The tree swayed. The tree, swayed,47632,6,75,16.6973819732666,11.836553573608398,4.860828399658203,0.2286062240600586,0.39165518322177345,75000
76,leaf,fell,The leaf fell. The leaf, fell,3214,6,75,17.115129470825195,11.135738372802734,5.979391098022461,0.22914667129516603,0.4968454399011213,76000
77,seed,grew,The seed grew. The seed, grew,6348,6,75,13.524751663208008,10.482277870178223,3.042473793029785,0.029737091064453124,0.29567176273003,77000
78,wave,crashed,The wave crashed. The wave, crashed,14997,6,75,14.790972709655762,11.56620979309082,3.2247629165649414,0.13457269668579103,0.3045347291337075,78000
79,smoke,rose,The smoke rose. The smoke, rose,8278,6,75,17.410524368286133,12.365777015686035,5.044747352600098,0.21262359619140625,0.20276599071694543,79000
80,shadow,moved,The shadow moved. The shadow, moved,3888,6,75,15.86141586303711,10.607717514038086,5.253698348999023,0.04840497970581055,0.727729436866233,80000
81,light,faded,The light faded. The light, faded,24887,6,75,16.1224365234375,11.521961212158203,4.600475311279297,-0.04523458480834961,0.3706009817361866,81000
82,bell,rang,The bell rang. The bell, rang,28077,6,75,16.444683074951172,13.333673477172852,3.1110095977783203,0.1426403045654297,0.1824856464937089,82000
83,phone,rang,The phone rang. The phone, rang,28077,6,75,17.041276931762695,14.725172996520996,2.316103935241699,-0.23944664001464844,0.5053536476588497,83000
84,camera,clicked,The camera clicked. The camera, clicked,28384,6,75,18.9000186920166,14.410416603088379,4.489602088928223,0.2827289581298828,0.35828409291325786,84000
85,window,shattered,The window shattered. The window, shattered,23273,6,75,16.831579208374023,12.503706932067871,4.327872276306152,-0.3010009765625,0.9189885959036901,85000
86,gate,closed,The gate closed. The gate, closed,4838,6,75,16.08864974975586,9.73320198059082,6.355447769165039,0.06537303924560547,0.2574669232947898,86000
87,wall,cracked,The wall cracked. The wall, cracked,21368,6,75,14.881921768188477,10.64990234375,4.232019424438477,0.22542972564697267,0.32273752104103326,87000
88,road,ended,The road ended. The road, ended,4444,6,75,14.598577499389648,10.904614448547363,3.693963050842285,0.09209146499633789,0.20851114718469044,88000
89,path,turned,The path turned. The path, turned,2900,6,75,15.294740676879883,10.087071418762207,5.207669258117676,-0.030741214752197266,0.3034876547521637,89000
90,crowd,cheered,The crowd cheered. The crowd, cheered,34767,6,75,18.102079391479492,17.013042449951172,1.0890369415283203,0.2948482513427734,0.19472685870892792,90000
91,team,won,The team won. The team, won,1839,6,75,17.642297744750977,14.165398597717285,3.4768991470336914,0.31339664459228517,0.17199381623921411,91000
92,class,listened,The class listened. The class, listened,16399,6,75,16.637943267822266,7.936776161193848,8.701167106628418,0.01993427276611328,0.1806011130677917,92000
93,band,played,The band played. The band, played,2826,6,75,17.724512100219727,14.08888053894043,3.635631561279297,0.38930931091308596,0.5653929971233262,93000
94,orchestra,played,The orchestra played. The orchestra, played,2826,6,75,16.813650131225586,14.86054801940918,1.9531021118164062,0.048410987854003905,0.4189721116374735,94000
95,hero,arrived,The hero arrived. The hero, arrived,5284,6,75,15.334630012512207,10.032791137695312,5.3018388748168945,-0.05540676116943359,0.3801001414189563,95000
96,villain,escaped,The villain escaped. The villain, escaped,13537,6,75,15.319684982299805,7.805204391479492,7.5144805908203125,0.06963253021240234,0.662610757940094,96000
97,ghost,vanished,The ghost vanished. The ghost, vanished,23717,6,75,13.718680381774902,8.07929515838623,5.639385223388672,-0.39667425155639646,0.6992341684864976,97000
98,dragon,roared,The dragon roared. The dragon, roared,45615,6,75,15.120540618896484,12.884167671203613,2.236372947692871,-0.1115422248840332,0.38041031520379315,98000
99,wizard,cast,The wizard cast. The wizard, cast,3350,6,75,16.65181541442871,9.147637367248535,7.504178047180176,0.3643392562866211,0.18758213746796737,99000
